layer,pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
attention,1024,n<=128,sr<=15%,kvB<=16k,kp=0,0.1127,8
attention,1024,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0664,4
attention,1024,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0688,4
attention,1024,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.071,4
attention,1024,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0661,4
attention,1024,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0723,4
attention,1024,n<=128,sr<=15%,kvB<=1k,kp=0,0.0772,9
attention,1024,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.0042,4
attention,1024,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0014,4
attention,1024,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.0027,4
attention,1024,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0063,4
attention,1024,n<=128,sr<=15%,kvB<=4k,kp<=8k,0.0009,4
attention,1024,n<=128,sr<=15%,kvB<=4k,kp=0,0.0104,8
attention,1024,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.1088,2
attention,1024,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.0051,2
attention,1024,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.0342,2
attention,1024,n<=128,sr<=40%,kvB<=16k,kp<=512,0.1771,2
attention,1024,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.102,2
attention,1024,n<=128,sr<=40%,kvB<=16k,kp=0,0.1833,2
attention,1024,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.103,2
attention,1024,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.1079,2
attention,1024,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.1125,2
attention,1024,n<=128,sr<=40%,kvB<=1k,kp<=512,0.0999,2
attention,1024,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.1195,2
attention,1024,n<=128,sr<=40%,kvB<=1k,kp=0,0.0998,2
attention,1024,n<=128,sr<=40%,kvB<=4k,kp<=1k,-0.0079,2
attention,1024,n<=128,sr<=40%,kvB<=4k,kp<=2k,-0.0088,2
attention,1024,n<=128,sr<=40%,kvB<=4k,kp<=4k,-0.0153,2
attention,1024,n<=128,sr<=40%,kvB<=4k,kp<=512,-0.0157,2
attention,1024,n<=128,sr<=40%,kvB<=4k,kp<=8k,-0.0112,2
attention,1024,n<=128,sr<=40%,kvB<=4k,kp=0,-0.013,2
attention,1024,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.0467,8
attention,1024,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.0049,8
attention,1024,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.0224,8
attention,1024,n<=128,sr<=5%,kvB<=16k,kp<=512,0.0156,8
attention,1024,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.0025,8
attention,1024,n<=128,sr<=5%,kvB<=16k,kp=0,0.016,8
attention,1024,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.0097,8
attention,1024,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0095,8
attention,1024,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.0098,8
attention,1024,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0097,8
attention,1024,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.0106,8
attention,1024,n<=128,sr<=5%,kvB<=1k,kp=0,0.0091,8
attention,1024,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.008,8
attention,1024,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.0045,8
attention,1024,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.0057,8
attention,1024,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0097,8
attention,1024,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.0051,8
attention,1024,n<=128,sr<=5%,kvB<=4k,kp=0,0.0115,8
attention,1024,n<=128,sr<=70%,kvB<=16k,kp<=1k,0.1574,2
attention,1024,n<=128,sr<=70%,kvB<=16k,kp<=2k,0.0007,2
attention,1024,n<=128,sr<=70%,kvB<=16k,kp<=4k,0.0029,2
attention,1024,n<=128,sr<=70%,kvB<=16k,kp<=512,0.1834,2
attention,1024,n<=128,sr<=70%,kvB<=16k,kp<=8k,0.0074,2
attention,1024,n<=128,sr<=70%,kvB<=16k,kp=0,0.2152,6
attention,1024,n<=128,sr<=70%,kvB<=1k,kp<=1k,0.0648,2
attention,1024,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.0753,2
attention,1024,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.0787,2
attention,1024,n<=128,sr<=70%,kvB<=1k,kp<=512,0.0638,2
attention,1024,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.0838,2
attention,1024,n<=128,sr<=70%,kvB<=1k,kp=0,0.0707,7
attention,1024,n<=128,sr<=70%,kvB<=4k,kp<=1k,-0.1609,2
attention,1024,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.1886,2
attention,1024,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.3134,2
attention,1024,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.1529,2
attention,1024,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.3999,2
attention,1024,n<=128,sr<=70%,kvB<=4k,kp=0,-0.1159,6
attention,1024,n<=128,sr>70%,kvB<=16k,kp<=1k,0.234,4
attention,1024,n<=128,sr>70%,kvB<=16k,kp<=2k,0.0205,4
attention,1024,n<=128,sr>70%,kvB<=16k,kp<=4k,0.016,4
attention,1024,n<=128,sr>70%,kvB<=16k,kp<=512,0.3585,4
attention,1024,n<=128,sr>70%,kvB<=16k,kp<=8k,0.2085,4
attention,1024,n<=128,sr>70%,kvB<=16k,kp=0,0.3754,4
attention,1024,n<=128,sr>70%,kvB<=1k,kp<=1k,0.3004,4
attention,1024,n<=128,sr>70%,kvB<=1k,kp<=2k,0.3291,4
attention,1024,n<=128,sr>70%,kvB<=1k,kp<=4k,0.3511,4
attention,1024,n<=128,sr>70%,kvB<=1k,kp<=512,0.2866,4
attention,1024,n<=128,sr>70%,kvB<=1k,kp<=8k,0.3434,4
attention,1024,n<=128,sr>70%,kvB<=1k,kp=0,0.2744,4
attention,1024,n<=128,sr>70%,kvB<=4k,kp<=1k,-0.1739,4
attention,1024,n<=128,sr>70%,kvB<=4k,kp<=2k,-0.0,4
attention,1024,n<=128,sr>70%,kvB<=4k,kp<=4k,-0.4829,4
attention,1024,n<=128,sr>70%,kvB<=4k,kp<=512,-0.4972,4
attention,1024,n<=128,sr>70%,kvB<=4k,kp<=8k,0.2118,4
attention,1024,n<=128,sr>70%,kvB<=4k,kp=0,-0.6676,4
attention,1024,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.1422,4
attention,1024,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.1416,4
attention,1024,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.1322,4
attention,1024,n<=16,sr<=15%,kvB<=16k,kp<=512,0.1432,4
attention,1024,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.0735,4
attention,1024,n<=16,sr<=15%,kvB<=16k,kp=0,0.1418,4
attention,1024,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.0769,4
attention,1024,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.0727,4
attention,1024,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.0618,4
attention,1024,n<=16,sr<=15%,kvB<=1k,kp<=512,0.0653,4
attention,1024,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.0672,4
attention,1024,n<=16,sr<=15%,kvB<=1k,kp=0,0.0744,4
attention,1024,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.0993,4
attention,1024,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.0563,4
attention,1024,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.0157,4
attention,1024,n<=16,sr<=15%,kvB<=4k,kp<=512,0.1301,4
attention,1024,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.0157,4
attention,1024,n<=16,sr<=15%,kvB<=4k,kp=0,0.1461,4
attention,1024,n<=16,sr<=40%,kvB<=16k,kp<=1k,0.132,4
attention,1024,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.1305,4
attention,1024,n<=16,sr<=40%,kvB<=16k,kp<=4k,0.124,4
attention,1024,n<=16,sr<=40%,kvB<=16k,kp<=512,0.1319,4
attention,1024,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.0897,4
attention,1024,n<=16,sr<=40%,kvB<=16k,kp=0,0.1294,4
attention,1024,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.0807,4
attention,1024,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.09,4
attention,1024,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.0694,4
attention,1024,n<=16,sr<=40%,kvB<=1k,kp<=512,0.0697,4
attention,1024,n<=16,sr<=40%,kvB<=1k,kp<=8k,0.0545,4
attention,1024,n<=16,sr<=40%,kvB<=1k,kp=0,0.0755,4
attention,1024,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.104,4
attention,1024,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.0531,4
attention,1024,n<=16,sr<=40%,kvB<=4k,kp<=4k,-0.0024,4
attention,1024,n<=16,sr<=40%,kvB<=4k,kp<=512,0.1286,4
attention,1024,n<=16,sr<=40%,kvB<=4k,kp<=8k,0.0113,4
attention,1024,n<=16,sr<=40%,kvB<=4k,kp=0,0.138,4
attention,1024,n<=16,sr<=70%,kvB<=16k,kp<=1k,0.1175,2
attention,1024,n<=16,sr<=70%,kvB<=16k,kp<=2k,0.1129,2
attention,1024,n<=16,sr<=70%,kvB<=16k,kp<=4k,0.1197,2
attention,1024,n<=16,sr<=70%,kvB<=16k,kp<=512,0.1216,2
attention,1024,n<=16,sr<=70%,kvB<=16k,kp<=8k,0.1097,2
attention,1024,n<=16,sr<=70%,kvB<=16k,kp=0,0.1102,2
attention,1024,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.0764,2
attention,1024,n<=16,sr<=70%,kvB<=1k,kp<=2k,0.0638,2
attention,1024,n<=16,sr<=70%,kvB<=1k,kp<=4k,0.0633,2
attention,1024,n<=16,sr<=70%,kvB<=1k,kp<=512,0.0404,2
attention,1024,n<=16,sr<=70%,kvB<=1k,kp<=8k,0.0142,2
attention,1024,n<=16,sr<=70%,kvB<=1k,kp=0,0.0596,2
attention,1024,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.1006,2
attention,1024,n<=16,sr<=70%,kvB<=4k,kp<=2k,0.0894,2
attention,1024,n<=16,sr<=70%,kvB<=4k,kp<=4k,-0.0259,2
attention,1024,n<=16,sr<=70%,kvB<=4k,kp<=512,0.1104,2
attention,1024,n<=16,sr<=70%,kvB<=4k,kp<=8k,-0.0199,2
attention,1024,n<=16,sr<=70%,kvB<=4k,kp=0,0.119,2
attention,1024,n<=16,sr>70%,kvB<=16k,kp<=1k,0.1352,4
attention,1024,n<=16,sr>70%,kvB<=16k,kp<=2k,0.0887,4
attention,1024,n<=16,sr>70%,kvB<=16k,kp<=4k,0.1059,4
attention,1024,n<=16,sr>70%,kvB<=16k,kp<=512,0.0995,4
attention,1024,n<=16,sr>70%,kvB<=16k,kp<=8k,0.1473,4
attention,1024,n<=16,sr>70%,kvB<=16k,kp=0,0.0651,4
attention,1024,n<=16,sr>70%,kvB<=1k,kp<=1k,0.26,4
attention,1024,n<=16,sr>70%,kvB<=1k,kp<=2k,0.2252,4
attention,1024,n<=16,sr>70%,kvB<=1k,kp<=4k,0.266,4
attention,1024,n<=16,sr>70%,kvB<=1k,kp<=512,0.2285,4
attention,1024,n<=16,sr>70%,kvB<=1k,kp<=8k,0.2921,4
attention,1024,n<=16,sr>70%,kvB<=1k,kp=0,0.2685,4
attention,1024,n<=16,sr>70%,kvB<=4k,kp<=1k,0.1189,4
attention,1024,n<=16,sr>70%,kvB<=4k,kp<=2k,0.0911,4
attention,1024,n<=16,sr>70%,kvB<=4k,kp<=4k,0.0018,4
attention,1024,n<=16,sr>70%,kvB<=4k,kp<=512,0.1278,4
attention,1024,n<=16,sr>70%,kvB<=4k,kp<=8k,0.0218,4
attention,1024,n<=16,sr>70%,kvB<=4k,kp=0,0.1253,4
attention,1024,n<=2,sr<=70%,kvB<=16k,kp<=1k,0.6146,2
attention,1024,n<=2,sr<=70%,kvB<=16k,kp<=2k,0.6088,2
attention,1024,n<=2,sr<=70%,kvB<=16k,kp<=4k,0.5726,2
attention,1024,n<=2,sr<=70%,kvB<=16k,kp<=512,0.6719,2
attention,1024,n<=2,sr<=70%,kvB<=16k,kp<=8k,0.4132,2
attention,1024,n<=2,sr<=70%,kvB<=16k,kp=0,0.8229,6
attention,1024,n<=2,sr<=70%,kvB<=1k,kp<=1k,0.0342,2
attention,1024,n<=2,sr<=70%,kvB<=1k,kp<=2k,-0.0563,2
attention,1024,n<=2,sr<=70%,kvB<=1k,kp<=4k,0.0263,2
attention,1024,n<=2,sr<=70%,kvB<=1k,kp<=512,0.1194,2
attention,1024,n<=2,sr<=70%,kvB<=1k,kp<=8k,0.3239,2
attention,1024,n<=2,sr<=70%,kvB<=1k,kp=0,0.173,7
attention,1024,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.5611,2
attention,1024,n<=2,sr<=70%,kvB<=4k,kp<=2k,0.2909,2
attention,1024,n<=2,sr<=70%,kvB<=4k,kp<=4k,-0.1878,2
attention,1024,n<=2,sr<=70%,kvB<=4k,kp<=512,0.5557,2
attention,1024,n<=2,sr<=70%,kvB<=4k,kp<=8k,-0.3231,2
attention,1024,n<=2,sr<=70%,kvB<=4k,kp=0,0.6031,6
attention,1024,n<=32,sr<=15%,kvB<=16k,kp<=1k,0.0565,6
attention,1024,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.0388,6
attention,1024,n<=32,sr<=15%,kvB<=16k,kp<=4k,0.0277,6
attention,1024,n<=32,sr<=15%,kvB<=16k,kp<=512,0.0639,6
attention,1024,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.023,6
attention,1024,n<=32,sr<=15%,kvB<=16k,kp=0,0.0735,10
attention,1024,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.0711,6
attention,1024,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0752,6
attention,1024,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.0784,6
attention,1024,n<=32,sr<=15%,kvB<=1k,kp<=512,0.0715,6
attention,1024,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.0741,6
attention,1024,n<=32,sr<=15%,kvB<=1k,kp=0,0.0816,11
attention,1024,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.0515,6
attention,1024,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.0261,6
attention,1024,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.0122,6
attention,1024,n<=32,sr<=15%,kvB<=4k,kp<=512,0.0698,6
attention,1024,n<=32,sr<=15%,kvB<=4k,kp<=8k,0.0142,6
attention,1024,n<=32,sr<=15%,kvB<=4k,kp=0,0.0778,10
attention,1024,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.0479,2
attention,1024,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.0319,2
attention,1024,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.027,2
attention,1024,n<=32,sr<=40%,kvB<=16k,kp<=512,0.0563,2
attention,1024,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.0214,2
attention,1024,n<=32,sr<=40%,kvB<=16k,kp=0,0.0604,2
attention,1024,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.1067,2
attention,1024,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.0995,2
attention,1024,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.1087,2
attention,1024,n<=32,sr<=40%,kvB<=1k,kp<=512,0.1067,2
attention,1024,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.111,2
attention,1024,n<=32,sr<=40%,kvB<=1k,kp=0,0.1095,2
attention,1024,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.0414,2
attention,1024,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.0122,2
attention,1024,n<=32,sr<=40%,kvB<=4k,kp<=4k,-0.0018,2
attention,1024,n<=32,sr<=40%,kvB<=4k,kp<=512,0.0516,2
attention,1024,n<=32,sr<=40%,kvB<=4k,kp<=8k,-0.0061,2
attention,1024,n<=32,sr<=40%,kvB<=4k,kp=0,0.0593,2
attention,1024,n<=32,sr<=5%,kvB<=16k,kp<=1k,0.0609,2
attention,1024,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.042,2
attention,1024,n<=32,sr<=5%,kvB<=16k,kp<=4k,0.0261,2
attention,1024,n<=32,sr<=5%,kvB<=16k,kp<=512,0.0705,2
attention,1024,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.0254,2
attention,1024,n<=32,sr<=5%,kvB<=16k,kp=0,0.0755,2
attention,1024,n<=32,sr<=5%,kvB<=1k,kp<=1k,0.0167,2
attention,1024,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0173,2
attention,1024,n<=32,sr<=5%,kvB<=1k,kp<=4k,0.0242,2
attention,1024,n<=32,sr<=5%,kvB<=1k,kp<=512,0.0181,2
attention,1024,n<=32,sr<=5%,kvB<=1k,kp<=8k,0.0171,2
attention,1024,n<=32,sr<=5%,kvB<=1k,kp=0,0.0193,2
attention,1024,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.0608,2
attention,1024,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0401,2
attention,1024,n<=32,sr<=5%,kvB<=4k,kp<=4k,0.0261,2
attention,1024,n<=32,sr<=5%,kvB<=4k,kp<=512,0.0778,2
attention,1024,n<=32,sr<=5%,kvB<=4k,kp<=8k,0.0237,2
attention,1024,n<=32,sr<=5%,kvB<=4k,kp=0,0.0912,2
attention,1024,n<=32,sr<=70%,kvB<=16k,kp<=1k,0.0738,2
attention,1024,n<=32,sr<=70%,kvB<=16k,kp<=2k,-0.0296,2
attention,1024,n<=32,sr<=70%,kvB<=16k,kp<=4k,-0.043,2
attention,1024,n<=32,sr<=70%,kvB<=16k,kp<=512,0.1284,2
attention,1024,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.1136,2
attention,1024,n<=32,sr<=70%,kvB<=16k,kp=0,0.1631,6
attention,1024,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.052,2
attention,1024,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.0676,2
attention,1024,n<=32,sr<=70%,kvB<=1k,kp<=4k,0.0655,2
attention,1024,n<=32,sr<=70%,kvB<=1k,kp<=512,0.0662,2
attention,1024,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.0761,2
attention,1024,n<=32,sr<=70%,kvB<=1k,kp=0,0.0654,7
attention,1024,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.0374,2
attention,1024,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.0227,2
attention,1024,n<=32,sr<=70%,kvB<=4k,kp<=4k,-0.0011,2
attention,1024,n<=32,sr<=70%,kvB<=4k,kp<=512,0.0432,2
attention,1024,n<=32,sr<=70%,kvB<=4k,kp<=8k,-0.0138,2
attention,1024,n<=32,sr<=70%,kvB<=4k,kp=0,0.0534,6
attention,1024,n<=32,sr>70%,kvB<=16k,kp<=1k,0.7589,4
attention,1024,n<=32,sr>70%,kvB<=16k,kp<=2k,0.2856,4
attention,1024,n<=32,sr>70%,kvB<=16k,kp<=4k,-0.1474,4
attention,1024,n<=32,sr>70%,kvB<=16k,kp<=512,1.0889,4
attention,1024,n<=32,sr>70%,kvB<=16k,kp<=8k,0.4574,4
attention,1024,n<=32,sr>70%,kvB<=16k,kp=0,1.6258,4
attention,1024,n<=32,sr>70%,kvB<=1k,kp<=1k,0.299,4
attention,1024,n<=32,sr>70%,kvB<=1k,kp<=2k,0.2978,4
attention,1024,n<=32,sr>70%,kvB<=1k,kp<=4k,0.2789,4
attention,1024,n<=32,sr>70%,kvB<=1k,kp<=512,0.2644,4
attention,1024,n<=32,sr>70%,kvB<=1k,kp<=8k,0.3051,4
attention,1024,n<=32,sr>70%,kvB<=1k,kp=0,0.2802,4
attention,1024,n<=32,sr>70%,kvB<=4k,kp<=1k,0.0903,4
attention,1024,n<=32,sr>70%,kvB<=4k,kp<=2k,0.0935,4
attention,1024,n<=32,sr>70%,kvB<=4k,kp<=4k,0.0452,4
attention,1024,n<=32,sr>70%,kvB<=4k,kp<=512,0.0987,4
attention,1024,n<=32,sr>70%,kvB<=4k,kp<=8k,0.0252,4
attention,1024,n<=32,sr>70%,kvB<=4k,kp=0,0.0955,4
attention,1024,n<=4,sr<=40%,kvB<=16k,kp<=1k,0.4402,2
attention,1024,n<=4,sr<=40%,kvB<=16k,kp<=2k,0.4478,2
attention,1024,n<=4,sr<=40%,kvB<=16k,kp<=4k,0.4211,2
attention,1024,n<=4,sr<=40%,kvB<=16k,kp<=512,0.4271,2
attention,1024,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.401,2
attention,1024,n<=4,sr<=40%,kvB<=16k,kp=0,0.3985,2
attention,1024,n<=4,sr<=40%,kvB<=1k,kp<=1k,0.0783,2
attention,1024,n<=4,sr<=40%,kvB<=1k,kp<=2k,0.13,2
attention,1024,n<=4,sr<=40%,kvB<=1k,kp<=4k,0.0884,2
attention,1024,n<=4,sr<=40%,kvB<=1k,kp<=512,0.1011,2
attention,1024,n<=4,sr<=40%,kvB<=1k,kp<=8k,0.1459,2
attention,1024,n<=4,sr<=40%,kvB<=1k,kp=0,0.1008,2
attention,1024,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.3578,2
attention,1024,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.1873,2
attention,1024,n<=4,sr<=40%,kvB<=4k,kp<=4k,-0.0639,2
attention,1024,n<=4,sr<=40%,kvB<=4k,kp<=512,0.3903,2
attention,1024,n<=4,sr<=40%,kvB<=4k,kp<=8k,-0.1358,2
attention,1024,n<=4,sr<=40%,kvB<=4k,kp=0,0.4303,2
attention,1024,n<=4,sr<=70%,kvB<=16k,kp<=1k,0.4506,2
attention,1024,n<=4,sr<=70%,kvB<=16k,kp<=2k,0.4278,2
attention,1024,n<=4,sr<=70%,kvB<=16k,kp<=4k,0.4516,2
attention,1024,n<=4,sr<=70%,kvB<=16k,kp<=512,0.4262,2
attention,1024,n<=4,sr<=70%,kvB<=16k,kp<=8k,0.5261,2
attention,1024,n<=4,sr<=70%,kvB<=16k,kp=0,0.3069,2
attention,1024,n<=4,sr<=70%,kvB<=1k,kp<=1k,0.0994,2
attention,1024,n<=4,sr<=70%,kvB<=1k,kp<=2k,0.1552,2
attention,1024,n<=4,sr<=70%,kvB<=1k,kp<=4k,0.0027,2
attention,1024,n<=4,sr<=70%,kvB<=1k,kp<=512,-0.0164,2
attention,1024,n<=4,sr<=70%,kvB<=1k,kp<=8k,0.1802,2
attention,1024,n<=4,sr<=70%,kvB<=1k,kp=0,0.0716,2
attention,1024,n<=4,sr<=70%,kvB<=4k,kp<=1k,0.3701,2
attention,1024,n<=4,sr<=70%,kvB<=4k,kp<=2k,0.3482,2
attention,1024,n<=4,sr<=70%,kvB<=4k,kp<=4k,0.1439,2
attention,1024,n<=4,sr<=70%,kvB<=4k,kp<=512,0.39,2
attention,1024,n<=4,sr<=70%,kvB<=4k,kp<=8k,0.0672,2
attention,1024,n<=4,sr<=70%,kvB<=4k,kp=0,0.4052,2
attention,1024,n<=4,sr>70%,kvB<=16k,kp<=1k,0.5066,2
attention,1024,n<=4,sr>70%,kvB<=16k,kp<=2k,0.4209,2
attention,1024,n<=4,sr>70%,kvB<=16k,kp<=4k,0.4826,2
attention,1024,n<=4,sr>70%,kvB<=16k,kp<=512,0.5428,2
attention,1024,n<=4,sr>70%,kvB<=16k,kp<=8k,0.6463,2
attention,1024,n<=4,sr>70%,kvB<=16k,kp=0,0.6185,2
attention,1024,n<=4,sr>70%,kvB<=1k,kp<=1k,0.2714,2
attention,1024,n<=4,sr>70%,kvB<=1k,kp<=2k,0.2902,2
attention,1024,n<=4,sr>70%,kvB<=1k,kp<=4k,0.3376,2
attention,1024,n<=4,sr>70%,kvB<=1k,kp<=512,0.1436,2
attention,1024,n<=4,sr>70%,kvB<=1k,kp<=8k,0.0039,2
attention,1024,n<=4,sr>70%,kvB<=1k,kp=0,0.2816,2
attention,1024,n<=4,sr>70%,kvB<=4k,kp<=1k,0.3731,2
attention,1024,n<=4,sr>70%,kvB<=4k,kp<=2k,0.3864,2
attention,1024,n<=4,sr>70%,kvB<=4k,kp<=4k,0.4102,2
attention,1024,n<=4,sr>70%,kvB<=4k,kp<=512,0.3828,2
attention,1024,n<=4,sr>70%,kvB<=4k,kp<=8k,0.3905,2
attention,1024,n<=4,sr>70%,kvB<=4k,kp=0,0.3849,2
attention,1024,n<=64,sr<=15%,kvB<=16k,kp<=1k,0.0126,4
attention,1024,n<=64,sr<=15%,kvB<=16k,kp<=2k,0.0253,4
attention,1024,n<=64,sr<=15%,kvB<=16k,kp<=4k,0.0134,4
attention,1024,n<=64,sr<=15%,kvB<=16k,kp<=512,0.0367,4
attention,1024,n<=64,sr<=15%,kvB<=16k,kp<=8k,0.0176,4
attention,1024,n<=64,sr<=15%,kvB<=16k,kp=0,0.048,4
attention,1024,n<=64,sr<=15%,kvB<=1k,kp<=1k,0.0722,4
attention,1024,n<=64,sr<=15%,kvB<=1k,kp<=2k,0.0705,4
attention,1024,n<=64,sr<=15%,kvB<=1k,kp<=4k,0.0723,4
attention,1024,n<=64,sr<=15%,kvB<=1k,kp<=512,0.0686,4
attention,1024,n<=64,sr<=15%,kvB<=1k,kp<=8k,0.0729,4
attention,1024,n<=64,sr<=15%,kvB<=1k,kp=0,0.0693,4
attention,1024,n<=64,sr<=15%,kvB<=4k,kp<=1k,0.0299,4
attention,1024,n<=64,sr<=15%,kvB<=4k,kp<=2k,0.0157,4
attention,1024,n<=64,sr<=15%,kvB<=4k,kp<=4k,0.0106,4
attention,1024,n<=64,sr<=15%,kvB<=4k,kp<=512,0.0335,4
attention,1024,n<=64,sr<=15%,kvB<=4k,kp<=8k,0.0149,4
attention,1024,n<=64,sr<=15%,kvB<=4k,kp=0,0.0352,4
attention,1024,n<=64,sr<=40%,kvB<=16k,kp<=1k,0.1488,2
attention,1024,n<=64,sr<=40%,kvB<=16k,kp<=2k,0.0757,2
attention,1024,n<=64,sr<=40%,kvB<=16k,kp<=4k,0.039,2
attention,1024,n<=64,sr<=40%,kvB<=16k,kp<=512,0.2403,2
attention,1024,n<=64,sr<=40%,kvB<=16k,kp<=8k,0.1883,2
attention,1024,n<=64,sr<=40%,kvB<=16k,kp=0,0.231,2
attention,1024,n<=64,sr<=40%,kvB<=1k,kp<=1k,0.1087,2
attention,1024,n<=64,sr<=40%,kvB<=1k,kp<=2k,0.1052,2
attention,1024,n<=64,sr<=40%,kvB<=1k,kp<=4k,0.1108,2
attention,1024,n<=64,sr<=40%,kvB<=1k,kp<=512,0.1052,2
attention,1024,n<=64,sr<=40%,kvB<=1k,kp<=8k,0.1146,2
attention,1024,n<=64,sr<=40%,kvB<=1k,kp=0,0.1042,2
attention,1024,n<=64,sr<=40%,kvB<=4k,kp<=1k,0.0107,2
attention,1024,n<=64,sr<=40%,kvB<=4k,kp<=2k,-0.002,2
attention,1024,n<=64,sr<=40%,kvB<=4k,kp<=4k,-0.008,2
attention,1024,n<=64,sr<=40%,kvB<=4k,kp<=512,0.0138,2
attention,1024,n<=64,sr<=40%,kvB<=4k,kp<=8k,-0.0032,2
attention,1024,n<=64,sr<=40%,kvB<=4k,kp=0,0.0186,2
